Retailer,Retailer ID,Invoice Date,Region,State,City,Gender Type,Product Category,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,1185738,"Thursday, November 18, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,65,345,224250,67275,0.3,Outlet
Foot Locker,1185738,"Thursday, November 18, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,65,325,211250,63375,0.3,Outlet
Foot Locker,1185738,"Thursday, November 18, 2021",South,Tamil Nadu,Chennai,Men,Apparel,75,300,225000,67500,0.3,Outlet
Foot Locker,1185738,"Thursday, November 18, 2021",South,Tamil Nadu,Chennai,Women,Apparel,80,400,320000,112000,0.35,Outlet
Foot Locker,1185738,"Friday, December 17, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,75,625,468750,187500,0.4,Outlet
Foot Locker,1185738,"Friday, December 17, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,65,425,276250,110500,0.4,Outlet
Foot Locker,1185738,"Friday, December 17, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,65,400,260000,78000,0.3,Outlet
Foot Locker,1185738,"Friday, December 17, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,65,350,227500,68250,0.3,Outlet
Foot Locker,1185738,"Friday, December 17, 2021",South,Tamil Nadu,Chennai,Men,Apparel,75,350,262500,78750,0.3,Outlet
Foot Locker,1185738,"Friday, December 17, 2021",South,Tamil Nadu,Chennai,Women,Apparel,80,450,360000,126000,0.35,Outlet
Foot Locker,1185738,"Sunday, January 24, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,55,500,275000,96250,0.35,Outlet
Foot Locker,1185738,"Sunday, January 24, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,55,300,165000,57750,0.35,Outlet
Foot Locker,1185738,"Sunday, January 24, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,45,300,135000,33750,0.25,Outlet
Foot Locker,1185738,"Sunday, January 24, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,50,150,75000,18750,0.25,Outlet
Foot Locker,1185738,"Sunday, January 24, 2021",South,Tamil Nadu,Chennai,Men,Apparel,65,200,130000,32500,0.25,Outlet
Foot Locker,1185738,"Sunday, January 24, 2021",South,Tamil Nadu,Chennai,Women,Apparel,55,300,165000,49500,0.3,Outlet
Foot Locker,1185738,"Monday, February 22, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,55,575,316250,110687.5,0.35,Outlet
Foot Locker,1185738,"Monday, February 22, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,55,225,123750,43312.5,0.35,Outlet
Foot Locker,1185738,"Monday, February 22, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,45,275,123750,30937.5,0.25,Outlet
Foot Locker,1185738,"Tuesday, October 19, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,64,119,7616,4036.48,0.53,Online
Foot Locker,1185738,"Tuesday, October 19, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,62,84,5208,2760.24,0.53,Online
Foot Locker,1185738,"Tuesday, October 19, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,59,54,3186,1401.84,0.44,Online
Foot Locker,1185738,"Tuesday, October 19, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,62,47,2914,1253.02,0.43,Online
Foot Locker,1185738,"Tuesday, October 19, 2021",South,Tamil Nadu,Chennai,Men,Apparel,71,46,3266,1404.38,0.43,Online
Foot Locker,1185738,"Tuesday, October 19, 2021",South,Tamil Nadu,Chennai,Women,Apparel,72,81,5832,2799.36,0.48,Online
Foot Locker,1185738,"Thursday, November 18, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,68,117,7956,4216.68,0.53,Online
Foot Locker,1185738,"Thursday, November 18, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,62,98,6076,3159.52,0.52,Online
Foot Locker,1185738,"Thursday, November 18, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,63,104,6552,2948.4,0.45,Online
Foot Locker,1185738,"Thursday, November 18, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,64,85,5440,2176,0.4,Online
Foot Locker,1185738,"Thursday, November 18, 2021",South,Tamil Nadu,Chennai,Men,Apparel,71,81,5751,2415.42,0.42,Online
Foot Locker,1185738,"Thursday, November 18, 2021",South,Tamil Nadu,Chennai,Women,Apparel,78,116,9048,4252.56,0.47,Online
Foot Locker,1185738,"Friday, December 17, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,71,169,11999,6599.45,0.55,Online
Foot Locker,1185738,"Friday, December 17, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,59,115,6785,3731.75,0.55,Online
Foot Locker,1185738,"Friday, December 17, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,62,108,6696,2812.32,0.42,Online
Foot Locker,1185738,"Friday, December 17, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,62,88,5456,2400.64,0.44,Online
Foot Locker,1185738,"Friday, December 17, 2021",South,Tamil Nadu,Chennai,Men,Apparel,74,105,7770,3341.1,0.43,Online
Foot Locker,1185738,"Friday, December 17, 2021",South,Tamil Nadu,Chennai,Women,Apparel,74,117,8658,4242.42,0.49,Online
Foot Locker,1185738,"Sunday, January 24, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,52,145,7540,3468.4,0.46,Online
Foot Locker,1185738,"Sunday, January 24, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,50,84,4200,1974,0.47,Online
Foot Locker,1185738,"Sunday, January 24, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,44,90,3960,1386,0.35,Online
Foot Locker,1185738,"Sunday, January 24, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,49,39,1911,707.07,0.37,Online
Foot Locker,1185738,"Sunday, January 24, 2021",South,Tamil Nadu,Chennai,Men,Apparel,60,54,3240,1198.8,0.37,Online
Foot Locker,1185738,"Sunday, January 24, 2021",South,Tamil Nadu,Chennai,Women,Apparel,54,78,4212,1895.4,0.45,Online
Foot Locker,1185738,"Monday, February 22, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,52,173,8996,4048.2,0.45,Online
Foot Locker,1185738,"Monday, February 22, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,53,59,3127,1438.42,0.46,Online
Foot Locker,1185738,"Monday, February 22, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,43,83,3569,1427.6,0.4,Online
Foot Locker,1185738,"Tuesday, October 19, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,52,162,8424,3538.08,0.42,Outlet
Foot Locker,1185738,"Tuesday, October 19, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,44,99,4356,1916.64,0.44,Outlet
Foot Locker,1185738,"Tuesday, October 19, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,52,60,3120,1029.6,0.33,Outlet
Foot Locker,1185738,"Tuesday, October 19, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,44,61,2684,858.88,0.32,Outlet
Foot Locker,1185738,"Tuesday, October 19, 2021",South,Tamil Nadu,Chennai,Men,Apparel,50,58,2900,928,0.32,Outlet
Foot Locker,1185738,"Tuesday, October 19, 2021",South,Tamil Nadu,Chennai,Women,Apparel,64,90,5760,2246.4,0.39,Outlet
Foot Locker,1185738,"Thursday, November 18, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,59,149,8791,3780.13,0.43,Outlet
Foot Locker,1185738,"Thursday, November 18, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,42,114,4788,2058.84,0.43,Outlet
Foot Locker,1185738,"Thursday, November 18, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,51,114,5814,2034.9,0.35,Outlet
Foot Locker,1185738,"Thursday, November 18, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,43,114,4902,1666.68,0.34,Outlet
Foot Locker,1185738,"Thursday, November 18, 2021",South,Tamil Nadu,Chennai,Men,Apparel,59,96,5664,1925.76,0.34,Outlet
Foot Locker,1185738,"Thursday, November 18, 2021",South,Tamil Nadu,Chennai,Women,Apparel,61,120,7320,3001.2,0.41,Outlet
Foot Locker,1185738,"Friday, December 17, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,49,200,9800,4606,0.47,Outlet
Foot Locker,1185738,"Friday, December 17, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,49,128,6272,2634.24,0.42,Outlet
Foot Locker,1185738,"Friday, December 17, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,47,128,6016,2165.76,0.36,Outlet
Foot Locker,1185738,"Friday, December 17, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,49,116,5684,1989.4,0.35,Outlet
Foot Locker,1185738,"Friday, December 17, 2021",South,Tamil Nadu,Chennai,Men,Apparel,50,123,6150,2275.5,0.37,Outlet
Foot Locker,1185738,"Friday, December 17, 2021",South,Tamil Nadu,Chennai,Women,Apparel,61,144,8784,3513.6,0.4,Outlet
Foot Locker,1185738,"Sunday, January 24, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,36,165,5940,2197.8,0.37,Outlet
Foot Locker,1185738,"Sunday, January 24, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,36,93,3348,1339.2,0.4,Outlet
Foot Locker,1185738,"Sunday, January 24, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,35,99,3465,935.55,0.27,Outlet
Foot Locker,1185738,"Sunday, January 24, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,33,51,1683,471.24,0.28,Outlet
Foot Locker,1185738,"Sunday, January 24, 2021",South,Tamil Nadu,Chennai,Men,Apparel,50,64,3200,896,0.28,Outlet
Foot Locker,1185738,"Sunday, January 24, 2021",South,Tamil Nadu,Chennai,Women,Apparel,41,105,4305,1377.6,0.32,Outlet
Foot Locker,1185738,"Monday, February 22, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,41,184,7544,2791.28,0.37,Outlet
Foot Locker,1185738,"Monday, February 22, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,42,70,2940,1234.8,0.42,Outlet
Foot Locker,1185738,"Monday, February 22, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,29,83,2407,649.89,0.27,Outlet
Foot Locker,1185731,"Tuesday, October 5, 2021",North,Uttarakhand,Dehradun,Women,Apparel,70,275,192500,67375,0.35,In-store
Foot Locker,1185731,"Thursday, November 4, 2021",North,Uttarakhand,Dehradun,Men,Street Footwear,65,425,276250,110500,0.4,In-store
Foot Locker,1185731,"Thursday, November 4, 2021",North,Uttarakhand,Dehradun,Men,Athletic Footwear,55,300,165000,66000,0.4,In-store
Foot Locker,1185731,"Thursday, November 4, 2021",North,Uttarakhand,Dehradun,Women,Street Footwear,55,295,162250,48675,0.3,In-store
Foot Locker,1185731,"Thursday, November 4, 2021",North,Uttarakhand,Dehradun,Women,Athletic Footwear,55,275,151250,45375,0.3,In-store
Foot Locker,1185731,"Thursday, November 4, 2021",North,Uttarakhand,Dehradun,Men,Apparel,65,250,162500,48750,0.3,In-store
Foot Locker,1185731,"Thursday, November 4, 2021",North,Uttarakhand,Dehradun,Women,Apparel,70,350,245000,85750,0.35,In-store
Foot Locker,1185731,"Friday, December 3, 2021",North,Uttarakhand,Dehradun,Men,Street Footwear,65,575,373750,149500,0.4,In-store
Foot Locker,1185731,"Friday, December 3, 2021",North,Uttarakhand,Dehradun,Men,Athletic Footwear,55,375,206250,82500,0.4,In-store
Foot Locker,1185731,"Friday, December 3, 2021",North,Uttarakhand,Dehradun,Women,Street Footwear,55,350,192500,57750,0.3,In-store
Foot Locker,1185731,"Friday, December 3, 2021",North,Uttarakhand,Dehradun,Women,Athletic Footwear,55,300,165000,49500,0.3,In-store
Foot Locker,1185731,"Friday, December 3, 2021",North,Uttarakhand,Dehradun,Men,Apparel,65,300,195000,58500,0.3,In-store
Foot Locker,1185731,"Friday, December 3, 2021",North,Uttarakhand,Dehradun,Women,Apparel,70,400,280000,98000,0.35,In-store
Foot Locker,1185731,"Sunday, January 10, 2021",North,Uttarakhand,Dehradun,Men,Street Footwear,35,425,148750,52062.5,0.35,In-store
Foot Locker,1185731,"Sunday, January 10, 2021",North,Uttarakhand,Dehradun,Men,Athletic Footwear,35,225,78750,27562.5,0.35,In-store
Foot Locker,1185731,"Sunday, January 10, 2021",North,Uttarakhand,Dehradun,Women,Street Footwear,25,225,56250,22500,0.4,In-store
Foot Locker,1185731,"Sunday, January 10, 2021",North,Uttarakhand,Dehradun,Women,Athletic Footwear,30,75,22500,9000,0.4,In-store
Foot Locker,1185731,"Sunday, January 10, 2021",North,Uttarakhand,Dehradun,Men,Apparel,45,125,56250,16875,0.3,In-store
Foot Locker,1185731,"Sunday, January 10, 2021",North,Uttarakhand,Dehradun,Women,Apparel,35,225,78750,31500,0.4,In-store
Foot Locker,1185731,"Monday, February 8, 2021",North,Uttarakhand,Dehradun,Men,Street Footwear,35,475,166250,58187.5,0.35,In-store
Foot Locker,1185731,"Monday, February 8, 2021",North,Uttarakhand,Dehradun,Men,Athletic Footwear,35,125,43750,15312.5,0.35,In-store
Foot Locker,1185731,"Monday, February 8, 2021",North,Uttarakhand,Dehradun,Women,Street Footwear,25,175,43750,17500,0.4,In-store
Foot Locker,1185731,"Tuesday, October 5, 2021",North,Uttarakhand,Dehradun,Women,Apparel,63,74,4662,2331,0.5,Online
Foot Locker,1185731,"Thursday, November 4, 2021",North,Uttarakhand,Dehradun,Men,Street Footwear,60,111,6660,3330,0.5,Online
Foot Locker,1185731,"Thursday, November 4, 2021",North,Uttarakhand,Dehradun,Men,Athletic Footwear,51,84,4284,2227.68,0.52,Online
Foot Locker,1185731,"Thursday, November 4, 2021",North,Uttarakhand,Dehradun,Women,Street Footwear,51,80,4080,1836,0.45,Online
Foot Locker,1185731,"Thursday, November 4, 2021",North,Uttarakhand,Dehradun,Women,Athletic Footwear,50,80,4000,1680,0.42,Online
Foot Locker,1185731,"Thursday, November 4, 2021",North,Uttarakhand,Dehradun,Men,Apparel,60,68,4080,1795.2,0.44,Online
Foot Locker,1185731,"Thursday, November 4, 2021",North,Uttarakhand,Dehradun,Women,Apparel,67,95,6365,2991.55,0.47,Online
Foot Locker,1185731,"Friday, December 3, 2021",North,Uttarakhand,Dehradun,Men,Street Footwear,59,150,8850,4513.5,0.51,Online
Foot Locker,1185731,"Friday, December 3, 2021",North,Uttarakhand,Dehradun,Men,Athletic Footwear,51,101,5151,2627.01,0.51,Online
Foot Locker,1185731,"Friday, December 3, 2021",North,Uttarakhand,Dehradun,Women,Street Footwear,50,88,4400,1980,0.45,Online
Foot Locker,1185731,"Friday, December 3, 2021",North,Uttarakhand,Dehradun,Women,Athletic Footwear,53,87,4611,1936.62,0.42,Online
Foot Locker,1185731,"Friday, December 3, 2021",North,Uttarakhand,Dehradun,Men,Apparel,60,78,4680,2106,0.45,Online
Foot Locker,1185731,"Friday, December 3, 2021",North,Uttarakhand,Dehradun,Women,Apparel,67,112,7504,3451.84,0.46,Online
Foot Locker,1185731,"Sunday, January 10, 2021",North,Uttarakhand,Dehradun,Men,Street Footwear,34,115,3910,1798.6,0.46,Online
Foot Locker,1185731,"Sunday, January 10, 2021",North,Uttarakhand,Dehradun,Men,Athletic Footwear,34,63,2142,963.9,0.45,Online
Foot Locker,1185731,"Sunday, January 10, 2021",North,Uttarakhand,Dehradun,Women,Street Footwear,24,63,1512,831.6,0.55,Online
Foot Locker,1185731,"Sunday, January 10, 2021",North,Uttarakhand,Dehradun,Women,Athletic Footwear,29,20,580,307.4,0.53,Online
Foot Locker,1185731,"Sunday, January 10, 2021",North,Uttarakhand,Dehradun,Men,Apparel,44,33,1452,580.8,0.4,Online
Foot Locker,1185731,"Sunday, January 10, 2021",North,Uttarakhand,Dehradun,Women,Apparel,33,63,2079,1122.66,0.54,Online
Foot Locker,1185731,"Monday, February 8, 2021",North,Uttarakhand,Dehradun,Men,Street Footwear,34,119,4046,1982.54,0.49,Online
Foot Locker,1185731,"Monday, February 8, 2021",North,Uttarakhand,Dehradun,Men,Athletic Footwear,34,36,1224,575.28,0.47,Online
Foot Locker,1185731,"Monday, February 8, 2021",North,Uttarakhand,Dehradun,Women,Street Footwear,24,49,1176,588,0.5,Online
Foot Locker,1185731,"Tuesday, October 5, 2021",North,Uttarakhand,Dehradun,Women,Apparel,46,94,4324,1816.08,0.42,Outlet
Foot Locker,1185731,"Thursday, November 4, 2021",North,Uttarakhand,Dehradun,Men,Street Footwear,51,149,7599,3267.57,0.43,Outlet
Foot Locker,1185731,"Thursday, November 4, 2021",North,Uttarakhand,Dehradun,Men,Athletic Footwear,37,105,3885,1787.1,0.46,Outlet
Foot Locker,1185731,"Thursday, November 4, 2021",North,Uttarakhand,Dehradun,Women,Street Footwear,36,103,3708,1371.96,0.37,Outlet
Foot Locker,1185731,"Thursday, November 4, 2021",North,Uttarakhand,Dehradun,Women,Athletic Footwear,39,83,3237,1197.69,0.37,Outlet
Foot Locker,1185731,"Thursday, November 4, 2021",North,Uttarakhand,Dehradun,Men,Apparel,44,88,3872,1393.92,0.36,Outlet
Foot Locker,1185731,"Thursday, November 4, 2021",North,Uttarakhand,Dehradun,Women,Apparel,52,116,6032,2352.48,0.39,Outlet
Foot Locker,1185731,"Friday, December 3, 2021",North,Uttarakhand,Dehradun,Men,Street Footwear,45,173,7785,3269.7,0.42,Outlet
Foot Locker,1185731,"Friday, December 3, 2021",North,Uttarakhand,Dehradun,Men,Athletic Footwear,37,131,4847,2181.15,0.45,Outlet
Foot Locker,1185731,"Friday, December 3, 2021",North,Uttarakhand,Dehradun,Women,Street Footwear,43,116,4988,1646.04,0.33,Outlet
Foot Locker,1185731,"Friday, December 3, 2021",North,Uttarakhand,Dehradun,Women,Athletic Footwear,38,96,3648,1276.8,0.35,Outlet
Foot Locker,1185731,"Friday, December 3, 2021",North,Uttarakhand,Dehradun,Men,Apparel,42,99,4158,1455.3,0.35,Outlet
Foot Locker,1185731,"Friday, December 3, 2021",North,Uttarakhand,Dehradun,Women,Apparel,52,120,6240,2308.8,0.37,Outlet
Foot Locker,1185731,"Sunday, January 10, 2021",North,Uttarakhand,Dehradun,Men,Street Footwear,23,149,3427,1439.34,0.42,Outlet
Foot Locker,1185731,"Sunday, January 10, 2021",North,Uttarakhand,Dehradun,Men,Athletic Footwear,28,79,2212,884.8,0.4,Outlet
Foot Locker,1185731,"Sunday, January 10, 2021",North,Uttarakhand,Dehradun,Women,Street Footwear,19,72,1368,574.56,0.42,Outlet
Foot Locker,1185731,"Sunday, January 10, 2021",North,Uttarakhand,Dehradun,Women,Athletic Footwear,24,24,576,264.96,0.46,Outlet
Foot Locker,1185731,"Sunday, January 10, 2021",North,Uttarakhand,Dehradun,Men,Apparel,34,44,1496,538.56,0.36,Outlet
Foot Locker,1185731,"Sunday, January 10, 2021",North,Uttarakhand,Dehradun,Women,Apparel,26,72,1872,879.84,0.47,Outlet
Foot Locker,1185731,"Monday, February 8, 2021",North,Uttarakhand,Dehradun,Men,Street Footwear,24,162,3888,1555.2,0.4,Outlet
Foot Locker,1185731,"Monday, February 8, 2021",North,Uttarakhand,Dehradun,Men,Athletic Footwear,24,41,984,383.76,0.39,Outlet
Foot Locker,1185731,"Monday, February 8, 2021",North,Uttarakhand,Dehradun,Women,Street Footwear,18,53,954,410.22,0.43,Outlet
Foot Locker,1185746,"Sunday, October 17, 2021",East,West Bengal,Kolkata,Women,Apparel,50,300,150000,60000,0.4,In-store
Foot Locker,1185746,"Wednesday, November 17, 2021",East,West Bengal,Kolkata,Men,Street Footwear,45,450,202500,81000,0.4,In-store
Foot Locker,1185746,"Wednesday, November 17, 2021",East,West Bengal,Kolkata,Men,Athletic Footwear,35,350,122500,49000,0.4,In-store
Foot Locker,1185746,"Wednesday, November 17, 2021",East,West Bengal,Kolkata,Women,Street Footwear,35,295,103250,41300,0.4,In-store
Foot Locker,1185746,"Wednesday, November 17, 2021",East,West Bengal,Kolkata,Women,Athletic Footwear,40,325,130000,52000,0.4,In-store
Foot Locker,1185746,"Wednesday, November 17, 2021",East,West Bengal,Kolkata,Men,Apparel,65,300,195000,78000,0.4,In-store
Foot Locker,1185746,"Wednesday, November 17, 2021",East,West Bengal,Kolkata,Women,Apparel,70,400,280000,112000,0.4,In-store
Foot Locker,1185746,"Thursday, December 16, 2021",East,West Bengal,Kolkata,Men,Street Footwear,65,650,422500,169000,0.4,In-store
Foot Locker,1185746,"Thursday, December 16, 2021",East,West Bengal,Kolkata,Men,Athletic Footwear,55,450,247500,99000,0.4,In-store
Foot Locker,1185746,"Thursday, December 16, 2021",East,West Bengal,Kolkata,Women,Athletic Footwear,55,350,192500,77000,0.4,In-store
Foot Locker,1185746,"Thursday, December 16, 2021",East,West Bengal,Kolkata,Men,Apparel,65,350,227500,91000,0.4,In-store
Foot Locker,1185746,"Thursday, December 16, 2021",East,West Bengal,Kolkata,Women,Apparel,70,450,315000,126000,0.4,In-store
Foot Locker,1185746,"Sunday, January 24, 2021",East,West Bengal,Kolkata,Men,Street Footwear,35,425,148750,59500,0.4,In-store
Foot Locker,1185746,"Sunday, January 24, 2021",East,West Bengal,Kolkata,Men,Athletic Footwear,35,225,78750,27562.5,0.35,In-store
Foot Locker,1185746,"Sunday, January 24, 2021",East,West Bengal,Kolkata,Women,Street Footwear,25,225,56250,19687.5,0.35,In-store
Foot Locker,1185746,"Sunday, January 24, 2021",East,West Bengal,Kolkata,Women,Athletic Footwear,30,75,22500,7875,0.35,In-store
Foot Locker,1185746,"Sunday, January 24, 2021",East,West Bengal,Kolkata,Men,Apparel,45,125,56250,16875,0.3,In-store
Foot Locker,1185746,"Sunday, January 24, 2021",East,West Bengal,Kolkata,Women,Apparel,35,225,78750,23625,0.3,In-store
Foot Locker,1185746,"Monday, February 22, 2021",East,West Bengal,Kolkata,Men,Street Footwear,35,475,166250,66500,0.4,In-store
Foot Locker,1185735,"Tuesday, June 22, 2021",West,Maharashtra,Mumbai,Women,Street Footwear,40,175,70000,24500,0.35,In-store
Foot Locker,1185735,"Tuesday, June 22, 2021",West,Maharashtra,Mumbai,Women,Athletic Footwear,40,150,60000,21000,0.35,In-store
Foot Locker,1185735,"Tuesday, June 22, 2021",West,Maharashtra,Mumbai,Men,Apparel,50,150,75000,22500,0.3,In-store
Foot Locker,1185735,"Tuesday, June 22, 2021",West,Maharashtra,Mumbai,Women,Apparel,55,300,165000,49500,0.3,In-store
Foot Locker,1185735,"Tuesday, July 20, 2021",West,Maharashtra,Mumbai,Men,Street Footwear,50,525,262500,105000,0.4,In-store
Foot Locker,1185735,"Friday, October 22, 2021",West,Maharashtra,Mumbai,Women,Athletic Footwear,50,75,37500,13125,0.35,In-store
Foot Locker,1185735,"Friday, October 22, 2021",West,Maharashtra,Mumbai,Men,Apparel,60,75,45000,13500,0.3,In-store
Foot Locker,1185735,"Friday, October 22, 2021",West,Maharashtra,Mumbai,Women,Apparel,65,200,130000,39000,0.3,In-store
Foot Locker,1185735,"Sunday, November 21, 2021",West,Maharashtra,Mumbai,Men,Street Footwear,60,350,210000,84000,0.4,In-store
Foot Locker,1185735,"Sunday, November 21, 2021",West,Maharashtra,Mumbai,Men,Athletic Footwear,50,175,87500,30625,0.35,In-store
Foot Locker,1185735,"Sunday, November 21, 2021",West,Maharashtra,Mumbai,Women,Street Footwear,50,170,85000,29750,0.35,In-store
Foot Locker,1185735,"Sunday, November 21, 2021",West,Maharashtra,Mumbai,Women,Athletic Footwear,50,150,75000,26250,0.35,In-store
Foot Locker,1185735,"Sunday, November 21, 2021",West,Maharashtra,Mumbai,Men,Apparel,60,125,75000,22500,0.3,In-store
Foot Locker,1185735,"Sunday, November 21, 2021",West,Maharashtra,Mumbai,Women,Apparel,65,225,146250,43875,0.3,In-store
Foot Locker,1185735,"Monday, December 20, 2021",West,Maharashtra,Mumbai,Men,Street Footwear,60,450,270000,108000,0.4,In-store
Foot Locker,1185735,"Monday, December 20, 2021",West,Maharashtra,Mumbai,Men,Athletic Footwear,50,250,125000,43750,0.35,In-store
Foot Locker,1185735,"Monday, December 20, 2021",West,Maharashtra,Mumbai,Women,Street Footwear,50,225,112500,39375,0.35,In-store
Foot Locker,1185735,"Monday, December 20, 2021",West,Maharashtra,Mumbai,Women,Athletic Footwear,50,175,87500,30625,0.35,In-store
Foot Locker,1185735,"Monday, December 20, 2021",West,Maharashtra,Mumbai,Men,Apparel,60,175,105000,31500,0.3,In-store
Foot Locker,1185735,"Monday, December 20, 2021",West,Maharashtra,Mumbai,Women,Apparel,65,275,178750,53625,0.3,In-store
Foot Locker,1185735,"Sunday, January 17, 2021",West,Maharashtra,Mumbai,Men,Street Footwear,40,525,210000,73500,0.35,In-store
Foot Locker,1185735,"Sunday, January 17, 2021",West,Maharashtra,Mumbai,Men,Athletic Footwear,40,325,130000,45500,0.35,In-store
Foot Locker,1185735,"Sunday, January 17, 2021",West,Maharashtra,Mumbai,Women,Street Footwear,30,325,97500,39000,0.4,In-store
Foot Locker,1185735,"Sunday, January 17, 2021",West,Maharashtra,Mumbai,Women,Athletic Footwear,35,175,61250,24500,0.4,In-store
Foot Locker,1185735,"Sunday, January 17, 2021",West,Maharashtra,Mumbai,Men,Apparel,50,225,112500,33750,0.3,In-store
Foot Locker,1185735,"Sunday, January 17, 2021",West,Maharashtra,Mumbai,Women,Apparel,40,325,130000,52000,0.4,In-store
Foot Locker,1185735,"Monday, February 15, 2021",West,Maharashtra,Mumbai,Men,Street Footwear,40,575,230000,80500,0.35,In-store
Foot Locker,1185735,"Monday, February 15, 2021",West,Maharashtra,Mumbai,Men,Athletic Footwear,40,225,90000,31500,0.35,In-store
Foot Locker,1185735,"Monday, February 15, 2021",West,Maharashtra,Mumbai,Women,Street Footwear,30,275,82500,33000,0.4,In-store
Foot Locker,1185746,"Sunday, October 17, 2021",East,West Bengal,Kolkata,Women,Apparel,47,84,3948,1974,0.5,Online
Foot Locker,1185746,"Wednesday, November 17, 2021",East,West Bengal,Kolkata,Men,Street Footwear,44,117,5148,2676.96,0.52,Online
Foot Locker,1185746,"Wednesday, November 17, 2021",East,West Bengal,Kolkata,Men,Athletic Footwear,33,95,3135,1661.55,0.53,Online
Foot Locker,1185746,"Wednesday, November 17, 2021",East,West Bengal,Kolkata,Women,Street Footwear,32,77,2464,1232,0.5,Online
Foot Locker,1185746,"Wednesday, November 17, 2021",East,West Bengal,Kolkata,Women,Athletic Footwear,38,91,3458,1901.9,0.55,Online
Foot Locker,1185746,"Wednesday, November 17, 2021",East,West Bengal,Kolkata,Men,Apparel,62,78,4836,2563.08,0.53,Online
Foot Locker,1185746,"Wednesday, November 17, 2021",East,West Bengal,Kolkata,Women,Apparel,64,100,6400,3264,0.51,Online
Foot Locker,1185746,"Thursday, December 16, 2021",East,West Bengal,Kolkata,Men,Street Footwear,60,176,10560,5491.2,0.52,Online
Foot Locker,1185746,"Thursday, December 16, 2021",East,West Bengal,Kolkata,Men,Athletic Footwear,52,135,7020,3650.4,0.52,Online
Foot Locker,1185746,"Thursday, December 16, 2021",East,West Bengal,Kolkata,Women,Athletic Footwear,53,102,5406,2757.06,0.51,Online
Foot Locker,1185746,"Thursday, December 16, 2021",East,West Bengal,Kolkata,Men,Apparel,61,95,5795,2897.5,0.5,Online
Foot Locker,1185746,"Thursday, December 16, 2021",East,West Bengal,Kolkata,Women,Apparel,68,122,8296,4562.8,0.55,Online
Foot Locker,1185746,"Sunday, January 24, 2021",East,West Bengal,Kolkata,Men,Street Footwear,33,106,3498,1749,0.5,Online
